Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
641-43-2399;B;Mandalay;Normal;Male;Home and lifestyle;2555;4;511;10731;1/26/2019;20:23:00;Ewallet;1022;4761904762;511;57
831-07-6050;A;Yangon;Normal;Male;Electronic accessories;3271;5;81775;1717275;3/19/2019;11:30:00;Credit card;16355;4761904762;81775;99
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories;7429;1;37145;780045;1/13/2019;19:30:00;Cash;7429;4761904762;37145;5
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty;437;2;437;9177;3/26/2019;18:03:00;Cash;874;4761904762;437;49
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle;2529;1;12645;265545;3/23/2019;10:13:00;Ewallet;2529;4761904762;12645;61
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty;415;4;83;1743;3/12/2019;19:58:00;Credit card;166;4761904762;83;82
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages;7139;5;178475;3747975;2/17/2019;19:57:00;Credit card;35695;4761904762;178475;55
606-80-4905;C;Naypyitaw;Member;Female;Sports and travel;1915;6;5745;120645;1/29/2019;10:01:00;Credit card;1149;4761904762;5745;68
542-41-0513;B;Mandalay;Member;Female;Electronic accessories;5749;4;11498;241458;3/15/2019;11:57:00;Cash;22996;4761904762;11498;66
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories;6141;7;214935;4513635;1/14/2019;10:02:00;Cash;42987;4761904762;214935;98
875-46-5808;B;Mandalay;Member;Male;Health and beauty;259;10;1295;27195;2/6/2019;14:51:00;Ewallet;259;4761904762;1295;87
394-43-4238;B;Mandalay;Member;Male;Home and lifestyle;1777;5;44425;932925;2/15/2019;12:42:00;Credit card;8885;4761904762;44425;54
749-24-1565;A;Yangon;Normal;Female;Health and beauty;2303;9;103635;2176335;1/3/2019;12:02:00;Ewallet;20727;4761904762;103635;79
672-51-8681;C;Naypyitaw;Member;Female;Electronic accessories;6665;9;299925;6298425;1/4/2019;18:19:00;Credit card;59985;4761904762;299925;97
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle;2853;10;14265;299565;3/18/2019;17:38:00;Ewallet;2853;4761904762;14265;78
573-58-9734;B;Mandalay;Normal;Female;Fashion accessories;3037;3;45555;956655;3/28/2019;13:41:00;Ewallet;9111;4761904762;45555;51
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories;9973;9;448785;9424485;3/2/2019;19:42:00;Credit card;89757;4761904762;448785;65
888-02-0338;A;Yangon;Normal;Male;Electronic accessories;2623;9;118035;2478735;1/25/2019;20:24:00;Ewallet;23607;4761904762;118035;59
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;9326;9;41967;881307;1/16/2019;18:08:00;Cash;83934;4761904762;41967;88
142-63-6033;B;Mandalay;Normal;Male;Home and lifestyle;9236;5;2309;48489;3/20/2019;19:17:00;Ewallet;4618;4761904762;2309;49
656-16-1063;B;Mandalay;Normal;Male;Sports and travel;4642;3;6963;146223;1/4/2019;13:24:00;Credit card;13926;4761904762;6963;44
891-58-8335;B;Mandalay;Member;Female;Sports and travel;2961;7;103635;2176335;3/11/2019;15:53:00;Cash;20727;4761904762;103635;65
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;1828;1;914;19194;3/22/2019;15:05:00;Credit card;1828;4761904762;914;83
560-30-5617;B;Mandalay;Normal;Female;Sports and travel;2477;5;61925;1300425;3/24/2019;18:27:00;Cash;12385;4761904762;61925;85
319-74-2561;A;Yangon;Member;Female;Electronic accessories;9464;3;14196;298116;2/21/2019;16:55:00;Cash;28392;4761904762;14196;55
549-03-9315;B;Mandalay;Normal;Male;Fashion accessories;9487;8;37948;796908;2/12/2019;12:58:00;Ewallet;75896;4761904762;37948;87
790-29-1172;B;Mandalay;Normal;Female;Food and beverages;5734;3;8601;180621;3/10/2019;18:59:00;Credit card;17202;4761904762;8601;79
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories;4535;6;13605;285705;1/31/2019;13:44:00;Ewallet;2721;4761904762;13605;61
468-01-2051;B;Mandalay;Normal;Male;Food and beverages;6208;7;21728;456288;3/6/2019;13:46:00;Ewallet;43456;4761904762;21728;54
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories;1181;5;29525;620025;2/17/2019;18:06:00;Cash;5905;4761904762;29525;94
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;1254;1;627;13167;2/21/2019;12:38:00;Cash;1254;4761904762;627;82
213-72-6612;A;Yangon;Normal;Male;Food and beverages;4325;2;4325;90825;3/20/2019;15:56:00;Cash;865;4761904762;4325;62
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel;8716;2;8716;183036;1/11/2019;14:29:00;Credit card;17432;4761904762;8716;97
836-82-5858;B;Mandalay;Member;Male;Health and beauty;6937;9;312165;6555465;1/26/2019;19:14:00;Ewallet;62433;4761904762;312165;4
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;3706;4;7412;155652;1/31/2019;16:24:00;Ewallet;14824;4761904762;7412;97
466-61-5506;B;Mandalay;Member;Female;Electronic accessories;907;6;2721;57141;2/26/2019;10:52:00;Cash;5442;4761904762;2721;53
721-86-6247;A;Yangon;Normal;Female;Home and lifestyle;6342;8;25368;532728;3/11/2019;12:55:00;Ewallet;50736;4761904762;25368;74
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;8137;2;8137;170877;1/26/2019;19:28:00;Cash;16274;4761904762;8137;65
545-46-3100;B;Mandalay;Member;Female;Electronic accessories;1059;3;15885;333585;3/12/2019;13:52:00;Credit card;3177;4761904762;15885;87
418-02-5978;B;Mandalay;Normal;Female;Health and beauty;8409;9;378405;7946505;2/11/2019;10:54:00;Cash;75681;4761904762;378405;8
269-04-5750;B;Mandalay;Member;Male;Fashion accessories;7382;4;14764;310044;2/21/2019;18:31:00;Cash;29528;4761904762;14764;67
157-13-5295;A;Yangon;Member;Male;Health and beauty;5194;10;2597;54537;3/9/2019;18:24:00;Ewallet;5194;4761904762;2597;65
645-78-8093;A;Yangon;Normal;Female;Sports and travel;9314;2;9314;195594;1/20/2019;18:09:00;Ewallet;18628;4761904762;9314;41
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty;1741;5;43525;914025;1/28/2019;15:16:00;Credit card;8705;4761904762;43525;49
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;4422;5;11055;232155;3/5/2019;17:07:00;Credit card;2211;4761904762;11055;86
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;1322;5;3305;69405;3/2/2019;19:26:00;Cash;661;4761904762;3305;43
478-06-7835;A;Yangon;Normal;Male;Fashion accessories;8969;1;44845;941745;1/11/2019;11:20:00;Ewallet;8969;4761904762;44845;49
540-11-4336;A;Yangon;Normal;Male;Food and beverages;2494;9;11223;235683;1/11/2019;16:49:00;Credit card;22446;4761904762;11223;56
448-81-5016;A;Yangon;Normal;Male;Health and beauty;5977;2;5977;125517;3/11/2019;12:01:00;Credit card;11954;4761904762;5977;58
142-72-4741;C;Naypyitaw;Member;Male;Fashion accessories;932;2;932;19572;2/28/2019;18:37:00;Credit card;1864;4761904762;932;6
217-58-1179;A;Yangon;Member;Male;Home and lifestyle;6265;4;1253;26313;1/5/2019;11:25:00;Cash;2506;4761904762;1253;42
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle;9387;8;37548;788508;2/2/2019;18:42:00;Credit card;75096;4761904762;37548;83
530-90-9855;A;Yangon;Member;Male;Home and lifestyle;4759;8;19036;399756;1/1/2019;14:47:00;Cash;38072;4761904762;19036;57
866-05-7563;B;Mandalay;Member;Female;Electronic accessories;814;3;1221;25641;2/9/2019;19:43:00;Cash;2442;4761904762;1221;48
604-70-6476;A;Yangon;Member;Male;Fashion accessories;1794;5;4485;94185;1/23/2019;14:04:00;Ewallet;897;4761904762;4485;68
799-71-1548;A;Yangon;Member;Male;Electronic accessories;7772;4;15544;326424;1/7/2019;16:11:00;Credit card;31088;4761904762;15544;88
785-13-7708;B;Mandalay;Normal;Male;Food and beverages;7306;7;25571;536991;1/14/2019;19:06:00;Credit card;51142;4761904762;25571;42
845-51-0542;B;Mandalay;Member;Male;Food and beverages;4655;9;209475;4398975;2/2/2019;15:34:00;Ewallet;41895;4761904762;209475;64
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;3519;10;17595;369495;3/17/2019;19:06:00;Credit card;3519;4761904762;17595;84
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;1439;2;1439;30219;3/2/2019;19:44:00;Credit card;2878;4761904762;1439;72
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;2375;4;475;9975;3/16/2019;11:22:00;Cash;95;4761904762;475;52
704-11-6354;A;Yangon;Member;Male;Home and lifestyle;589;8;2356;49476;1/6/2019;11:23:00;Cash;4712;4761904762;2356;89
110-48-7033;B;Mandalay;Member;Male;Fashion accessories;3262;4;6524;137004;1/29/2019;14:12:00;Cash;13048;4761904762;6524;9
366-93-0948;A;Yangon;Member;Male;Electronic accessories;6635;1;33175;696675;1/31/2019;10:46:00;Credit card;6635;4761904762;33175;97
729-09-9681;A;Yangon;Member;Male;Home and lifestyle;2591;6;7773;163233;2/5/2019;10:16:00;Ewallet;15546;4761904762;7773;87
151-16-1484;A;Yangon;Member;Male;Electronic accessories;3225;4;645;13545;2/13/2019;12:38:00;Ewallet;129;4761904762;645;65
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories;6594;4;13188;276948;2/7/2019;13:05:00;Credit card;26376;4761904762;13188;69
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;7506;9;33777;709317;3/19/2019;13:25:00;Ewallet;67554;4761904762;33777;62
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories;1645;4;329;6909;3/7/2019;14:53:00;Ewallet;658;4761904762;329;56
655-85-5130;B;Mandalay;Member;Female;Fashion accessories;383;4;766;16086;3/13/2019;19:22:00;Cash;1532;4761904762;766;57
447-15-7839;A;Yangon;Member;Female;Sports and travel;2224;10;1112;23352;2/9/2019;11:00:00;Cash;2224;4761904762;1112;42
154-74-7179;B;Mandalay;Normal;Male;Sports and travel;5445;1;27225;571725;2/26/2019;19:24:00;Ewallet;5445;4761904762;27225;79
253-12-6086;A;Yangon;Member;Female;Sports and travel;984;7;3444;72324;3/12/2019;12:43:00;Credit card;6888;4761904762;3444;87
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;3547;4;7094;148974;3/14/2019;17:22:00;Credit card;14188;4761904762;7094;69
571-94-0759;B;Mandalay;Member;Female;Food and beverages;746;10;373;7833;1/8/2019;20:55:00;Cash;746;4761904762;373;95
144-51-6085;A;Yangon;Member;Male;Home and lifestyle;7074;4;14148;297108;1/5/2019;16:05:00;Credit card;28296;4761904762;14148;44
731-14-2199;A;Yangon;Member;Female;Home and lifestyle;3554;10;1777;37317;1/4/2019;13:34:00;Ewallet;3554;4761904762;1777;7
783-09-1637;B;Mandalay;Normal;Female;Sports and travel;6743;5;168575;3540075;3/6/2019;18:13:00;Ewallet;33715;4761904762;168575;63
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty;2112;2;2112;44352;1/3/2019;19:17:00;Cash;4224;4761904762;2112;97
126-54-1082;A;Yangon;Member;Female;Home and lifestyle;2154;9;9693;203553;1/7/2019;11:44:00;Credit card;19386;4761904762;9693;88
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle;1203;2;1203;25263;1/27/2019;15:51:00;Cash;2406;4761904762;1203;51
477-24-6490;B;Mandalay;Normal;Female;Health and beauty;9971;6;29913;628173;2/26/2019;16:52:00;Ewallet;59826;4761904762;29913;79
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories;4797;7;167895;3525795;1/7/2019;20:52:00;Cash;33579;4761904762;167895;62
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle;2182;10;1091;22911;1/7/2019;17:36:00;Cash;2182;4761904762;1091;71
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;9542;4;19084;400764;2/2/2019;13:23:00;Ewallet;38168;4761904762;19084;64
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;7099;10;35495;745395;3/20/2019;16:28:00;Cash;7099;4761904762;35495;57
828-61-5674;A;Yangon;Member;Male;Sports and travel;4402;10;2201;46221;3/20/2019;19:57:00;Credit card;4402;4761904762;2201;96
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;6996;8;27984;587664;2/15/2019;17:01:00;Credit card;55968;4761904762;27984;64
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;37;1;185;3885;3/6/2019;13:29:00;Credit card;37;4761904762;185;79
490-29-1201;A;Yangon;Normal;Female;Sports and travel;1534;1;767;16107;1/6/2019;11:09:00;Cash;1534;4761904762;767;65
667-92-0055;A;Yangon;Member;Male;Health and beauty;9983;6;29949;628929;3/4/2019;15:02:00;Ewallet;59898;4761904762;29949;85
565-17-3836;A;Yangon;Member;Female;Health and beauty;4767;4;9534;200214;3/12/2019;14:21:00;Cash;19068;4761904762;9534;91
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;6668;5;1667;35007;2/20/2019;18:01:00;Cash;3334;4761904762;1667;76
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;7486;1;3743;78603;3/24/2019;14:49:00;Cash;7486;4761904762;3743;69
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;2375;9;106875;2244375;1/31/2019;12:02:00;Cash;21375;4761904762;106875;95
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;4851;7;169785;3565485;1/25/2019;13:30:00;Credit card;33957;4761904762;169785;52
430-60-3493;A;Yangon;Member;Female;Home and lifestyle;9488;7;33208;697368;2/3/2019;14:38:00;Cash;66416;4761904762;33208;42
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;403;10;2015;42315;1/24/2019;17:37:00;Credit card;403;4761904762;2015;7
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories;2785;7;97475;2046975;3/14/2019;17:20:00;Ewallet;19495;4761904762;97475;6
278-97-7759;A;Yangon;Member;Female;Electronic accessories;6248;1;3124;65604;2/18/2019;20:29:00;Cash;6248;4761904762;3124;47
316-68-6352;A;Yangon;Member;Female;Food and beverages;3636;2;3636;76356;1/21/2019;10:00:00;Cash;7272;4761904762;3636;71
585-03-5943;B;Mandalay;Normal;Male;Health and beauty;1811;10;9055;190155;3/13/2019;11:46:00;Ewallet;1811;4761904762;9055;59
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;5192;5;1298;27258;3/3/2019;13:42:00;Cash;2596;4761904762;1298;75
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;2884;4;5768;121128;3/29/2019;14:44:00;Cash;11536;4761904762;5768;64
744-02-5987;A;Yangon;Member;Male;Home and lifestyle;7838;6;23514;493794;1/10/2019;14:16:00;Ewallet;47028;4761904762;23514;58
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;6001;4;12002;252042;1/25/2019;15:54:00;Cash;24004;4761904762;12002;45
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;8861;1;44305;930405;1/19/2019;10:21:00;Cash;8861;4761904762;44305;77
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;9982;2;9982;209622;1/2/2019;18:09:00;Credit card;19964;4761904762;9982;67
573-10-3877;B;Mandalay;Member;Male;Health and beauty;3901;1;19505;409605;3/12/2019;16:46:00;Credit card;3901;4761904762;19505;47
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;4861;1;24305;510405;2/25/2019;15:31:00;Cash;4861;4761904762;24305;44
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;5119;4;10238;214998;3/18/2019;17:15:00;Credit card;20476;4761904762;10238;47
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;1496;8;5984;125664;2/23/2019;12:29:00;Cash;11968;4761904762;5984;86
411-77-0180;A;Yangon;Member;Male;Electronic accessories;722;7;2527;53067;3/26/2019;20:14:00;Ewallet;5054;4761904762;2527;43
286-01-5402;A;Yangon;Normal;Female;Sports and travel;4023;7;140805;2956905;3/30/2019;13:22:00;Cash;28161;4761904762;140805;96
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;8879;8;35516;745836;2/17/2019;17:09:00;Cash;71032;4761904762;35516;41
512-98-1403;A;Yangon;Member;Female;Electronic accessories;2648;3;3972;83412;3/21/2019;10:40:00;Ewallet;7944;4761904762;3972;47
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;8191;2;8191;172011;3/5/2019;17:43:00;Cash;16382;4761904762;8191;78
532-59-7201;B;Mandalay;Member;Male;Sports and travel;7993;6;23979;503559;1/31/2019;14:04:00;Cash;47958;4761904762;23979;55
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;6933;2;6933;145593;2/5/2019;19:05:00;Ewallet;13866;4761904762;6933;97
870-76-1733;A;Yangon;Member;Female;Food and beverages;1423;5;35575;747075;2/1/2019;10:08:00;Credit card;7115;4761904762;35575;44
423-64-4619;A;Yangon;Member;Female;Health and beauty;1555;9;69975;1469475;3/7/2019;13:12:00;Cash;13995;4761904762;69975;5
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;7813;10;39065;820365;2/10/2019;20:51:00;Cash;7813;4761904762;39065;44
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages;9937;2;9937;208677;2/14/2019;17:29:00;Cash;19874;4761904762;9937;52
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages;2108;3;3162;66402;2/9/2019;10:25:00;Cash;6324;4761904762;3162;73
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;7479;5;186975;3926475;1/10/2019;11:34:00;Cash;37395;4761904762;186975;49
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;2967;7;103845;2180745;3/11/2019;18:58:00;Credit card;20769;4761904762;103845;81
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;4407;4;8814;185094;2/18/2019;16:28:00;Ewallet;17628;4761904762;8814;84
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages;2293;9;103185;2166885;2/26/2019;20:26:00;Cash;20637;4761904762;103185;55
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;3942;1;1971;41391;1/18/2019;15:08:00;Cash;3942;4761904762;1971;84
372-94-8041;A;Yangon;Normal;Male;Health and beauty;1526;6;4578;96138;2/15/2019;18:03:00;Ewallet;9156;4761904762;4578;98
563-91-7120;A;Yangon;Normal;Female;Fashion accessories;6177;5;154425;3242925;3/8/2019;13:21:00;Cash;30885;4761904762;154425;67
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;2152;6;6456;135576;1/17/2019;12:48:00;Credit card;12912;4761904762;6456;94
276-54-0879;B;Mandalay;Normal;Male;Sports and travel;9774;4;19548;410508;3/12/2019;19:53:00;Ewallet;39096;4761904762;19548;64
815-11-1168;A;Yangon;Member;Male;Food and beverages;9978;5;24945;523845;3/9/2019;19:09:00;Cash;4989;4761904762;24945;54
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;9426;4;18852;395892;3/12/2019;16:30:00;Cash;37704;4761904762;18852;86
730-61-8757;B;Mandalay;Member;Male;Health and beauty;5113;4;10226;214746;1/25/2019;10:11:00;Credit card;20452;4761904762;10226;4
340-66-0321;A;Yangon;Member;Male;Electronic accessories;3636;4;7272;152712;3/25/2019;13:07:00;Cash;14544;4761904762;7272;76
868-81-1752;B;Mandalay;Normal;Male;Home and lifestyle;2202;9;9909;208089;2/7/2019;18:48:00;Cash;19818;4761904762;9909;68
634-97-8956;A;Yangon;Normal;Male;Food and beverages;329;3;4935;103635;2/17/2019;17:27:00;Credit card;987;4761904762;4935;91
566-71-1091;A;Yangon;Normal;Male;Fashion accessories;7702;5;19255;404355;2/3/2019;15:59:00;Cash;3851;4761904762;19255;55
442-48-3607;A;Yangon;Member;Male;Food and beverages;2348;2;2348;49308;3/14/2019;11:21:00;Credit card;4696;4761904762;2348;79
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;147;5;3675;77175;3/24/2019;13:48:00;Ewallet;735;4761904762;3675;85
527-09-6272;A;Yangon;Member;Female;Electronic accessories;2845;5;71125;1493625;3/21/2019;10:17:00;Credit card;14225;4761904762;71125;91
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;764;9;3438;72198;3/19/2019;15:49:00;Ewallet;6876;4761904762;3438;75
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;5795;6;17385;365085;2/24/2019;13:02:00;Cash;3477;4761904762;17385;52
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;4765;3;71475;1500975;3/28/2019;12:58:00;Credit card;14295;4761904762;71475;95
374-17-3652;B;Mandalay;Member;Female;Food and beverages;4282;9;19269;404649;2/5/2019;15:26:00;Credit card;38538;4761904762;19269;89
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;4809;3;72135;1514835;2/10/2019;18:23:00;Credit card;14427;4761904762;72135;78
433-75-6987;B;Mandalay;Member;Female;Health and beauty;5597;7;195895;4113795;3/5/2019;19:06:00;Ewallet;39179;4761904762;195895;89
873-95-4984;B;Mandalay;Member;Female;Health and beauty;769;7;26915;565215;2/15/2019;20:21:00;Cash;5383;4761904762;26915;77
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;9703;5;242575;5094075;1/30/2019;16:24:00;Ewallet;48515;4761904762;242575;93
150-89-8043;A;Yangon;Normal;Male;Sports and travel;4465;3;66975;1406475;2/14/2019;15:04:00;Cash;13395;4761904762;66975;62
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;7793;9;350685;7364385;2/27/2019;16:10:00;Ewallet;70137;4761904762;350685;76
441-94-7118;A;Yangon;Member;Male;Electronic accessories;7195;1;35975;755475;2/4/2019;12:14:00;Cash;7195;4761904762;35975;73
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;8925;8;357;7497;1/20/2019;10:13:00;Cash;714;4761904762;357;47
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;2602;7;9107;191247;3/28/2019;17:38:00;Cash;18214;4761904762;9107;51
400-45-1220;B;Mandalay;Normal;Female;Health and beauty;135;10;675;14175;2/27/2019;11:06:00;Credit card;135;4761904762;675;48
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;993;10;4965;104265;2/15/2019;14:53:00;Credit card;993;4761904762;4965;66
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;5169;7;180915;3799215;1/26/2019;18:22:00;Cash;36183;4761904762;180915;55
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;5473;7;191555;4022655;3/14/2019;19:02:00;Credit card;38311;4761904762;191555;85
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27;9;1215;25515;3/2/2019;14:16:00;Cash;243;4761904762;1215;48
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;3024;1;1512;31752;3/4/2019;15:44:00;Cash;3024;4761904762;1512;84
889-04-9723;B;Mandalay;Member;Female;Food and beverages;8914;4;17828;374388;1/7/2019;12:20:00;Credit card;35656;4761904762;17828;78
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;3755;10;18775;394275;3/8/2019;20:01:00;Credit card;3755;4761904762;18775;93
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;9544;10;4772;100212;1/9/2019;13:45:00;Cash;9544;4761904762;4772;52
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;275;3;4125;86625;3/1/2019;15:40:00;Ewallet;825;4761904762;4125;65
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;7497;1;37485;787185;3/16/2019;16:58:00;Cash;7497;4761904762;37485;56
612-36-5536;A;Yangon;Member;Male;Food and beverages;8096;8;32384;680064;2/17/2019;11:12:00;Credit card;64768;4761904762;32384;74
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;9447;8;37788;793548;2/27/2019;15:12:00;Cash;75576;4761904762;37788;91
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;9979;2;9979;209559;3/7/2019;20:37:00;Ewallet;19958;4761904762;9979;8
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;7322;6;21966;461286;1/21/2019;17:44:00;Cash;43932;4761904762;21966;72
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;4124;4;8248;173208;2/19/2019;16:23:00;Cash;16496;4761904762;8248;71
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;8168;4;16336;343056;1/6/2019;12:12:00;Cash;32672;4761904762;16336;91
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;5132;9;23094;484974;3/14/2019;19:33:00;Cash;46188;4761904762;23094;56
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;6594;4;13188;276948;3/24/2019;10:29:00;Cash;26376;4761904762;13188;6
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;1436;10;718;15078;1/27/2019;14:28:00;Cash;1436;4761904762;718;54
254-31-0042;A;Yangon;Member;Male;Electronic accessories;215;9;9675;203175;3/6/2019;12:46:00;Credit card;1935;4761904762;9675;78
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;2626;7;9191;193011;2/2/2019;19:40:00;Cash;18382;4761904762;9191;99
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;6096;2;6096;128016;1/25/2019;19:39:00;Credit card;12192;4761904762;6096;49
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;7011;6;21033;441693;3/14/2019;17:54:00;Ewallet;42066;4761904762;21033;52
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;4208;6;12624;265104;1/29/2019;12:25:00;Cash;25248;4761904762;12624;89
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;6709;5;167725;3522225;1/3/2019;16:47:00;Credit card;33545;4761904762;167725;91
667-23-5919;A;Yangon;Member;Female;Fashion accessories;967;5;24175;507675;1/14/2019;12:52:00;Ewallet;4835;4761904762;24175;7
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;3538;9;15921;334341;1/5/2019;19:50:00;Credit card;31842;4761904762;15921;96
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;9549;7;334215;7018515;2/22/2019;18:17:00;Ewallet;66843;4761904762;334215;87
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;9698;4;19396;407316;2/6/2019;17:20:00;Ewallet;38792;4761904762;19396;94
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;2365;4;473;9933;1/30/2019;13:32:00;Credit card;946;4761904762;473;4
289-15-7034;A;Yangon;Member;Male;Sports and travel;8233;4;16466;345786;1/11/2019;10:37:00;Credit card;32932;4761904762;16466;75
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;2661;2;2661;55881;3/19/2019;14:35:00;Cash;5322;4761904762;2661;42
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;9969;5;249225;5233725;1/14/2019;12:09:00;Cash;49845;4761904762;249225;99
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;7489;4;14978;314538;3/1/2019;15:32:00;Ewallet;29956;4761904762;14978;42
662-72-2873;A;Yangon;Normal;Female;Food and beverages;4094;5;10235;214935;1/6/2019;13:58:00;Ewallet;2047;4761904762;10235;99
525-88-7307;B;Mandalay;Member;Male;Sports and travel;7582;1;3791;79611;1/31/2019;13:19:00;Cash;7582;4761904762;3791;58
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;4677;6;14031;294651;3/11/2019;13:37:00;Cash;28062;4761904762;14031;6
725-56-0833;A;Yangon;Normal;Female;Health and beauty;3232;10;1616;33936;2/20/2019;16:49:00;Credit card;3232;4761904762;1616;10
